Name,Membership,Location,Reputation,Reached,Answers,Questions,Gold Badges,Silver Badges,Bronze Badges,Tags,Profile Link
harley holcombe,"15 years, 11 months","Brisbane, Australia","180,130",33.2m,84,10,15,70,63,"python 17,391,string 3,479,list 2,254,django 265,django-models 197,subprocess 71,",https://stackoverflow.com/users/1057/harley-holcombe
pablo santa cruz,"15 years, 5 months","Asuncion, Paraguay","179,818",34.5m,"2,094",61,,,,"java 4,022,mysql 1,880,sql 1,701,c 1,495,c++ 1,149,iphone 708,",https://stackoverflow.com/users/67606/pablo-santa-cruz
robert harvey,"15 years, 2 months","Lancaster, CA","179,770",24.3m,"3,337",191,,,,"c# 3,568,.net 1,156,asp.net-mvc 1,101,javascript 770,sql 642,asp.net 637,",https://stackoverflow.com/users/102937/robert-harvey
thomas,"15 years, 10 months",Netherlands,"179,580",18.2m,"2,383",155,,,,"python 3,024,c++ 2,954,bash 1,605,linux 1,174,java 1,075,c 943,",https://stackoverflow.com/users/14637/thomas
michael stum,"15 years, 11 months","Irvine, CA, United States","179,674",23.4m,684,338,,,,"c# 4,701,.net 1,151,asp.net-mvc 367,asp.net 296,visual-studio 201,sharepoint 191,",https://stackoverflow.com/users/91/michael-stum
joachim isaksson,"13 years, 9 months","Borås, Sweden","179,559",21.6m,"3,233",1,,,,"mysql 2,016,sql 1,786,c# 994,c++ 885,java 872,c 776,",https://stackoverflow.com/users/477878/joachim-isaksson
padraic cunningham,"11 years, 4 months","Galway, Ireland","179,233",22.3m,"5,122",56,,,,"python 13,790,python-2.7 1,753,list 1,457,python-3.x 1,348,dictionary 1,271,beautifulsoup 1,032,",https://stackoverflow.com/users/2141635/padraic-cunningham
andrie,"13 years, 5 months","London, United Kingdom","178,548",18.1m,"1,144",38,,,,"r 15,664,ggplot2 3,250,plot 1,529,dataframe 1,360,data.table 719,regex 689,",https://stackoverflow.com/users/602276/andrie
ceejayoz,"15 years, 11 months","Pittsford, NY","179,096",23.5m,"3,545",49,,,,"php 5,394,laravel 1,739,javascript 1,694,mysql 1,636,html 1,238,jquery 1,167,",https://stackoverflow.com/users/1902010/ceejayoz
ionu%c8%9b g stan,"15 years, 5 months","Bucharest, Romania","178,162",19.2m,689,52,,,,"javascript 9,940,css 1,868,php 1,614,html 589,scala 544,jquery 506,",https://stackoverflow.com/users/58808/ionu%c8%9b-g-stan
zzzzbov,"13 years, 8 months","New York, United States","177,979",31.5m,"1,756",59,,,,"javascript 9,469,html 4,891,css 3,236,jquery 2,949,php 851,regex 767,",https://stackoverflow.com/users/497418/zzzzbov
cl,"15 years, 10 months",Germany,"177,858",10.6m,"6,165",0,,,,"sqlite 11,112,sql 2,229,android 1,918,database 1,455,python 768,android-sqlite 738,",https://stackoverflow.com/users/11654/cl
kent boogaart,"15 years, 10 months",Australia,"177,716",14.0m,"1,634",109,37,397,395,"wpf 9,658,c# 6,765,.net 2,885,xaml 2,456,mvvm 1,340,binding 971,",https://stackoverflow.com/users/5380/kent-boogaart
brunnerh,"13 years, 7 months",Europe,"177,707",14.6m,"4,011",28,,,,"wpf 11,291,c# 5,455,xaml 5,021,data-binding 2,235,svelte 1,717,.net 1,216,",https://stackoverflow.com/users/546730/brunnerh
msalters,"15 years, 10 months","Amersfoort, Netherlands","177,679",19.5m,"6,094",65,,,,"c++ 10,800,c 1,676,windows 1,004,c++11 731,winapi 613,templates 563,",https://stackoverflow.com/users/15416/msalters
amit,"13 years, 6 months",Israel,"177,613",14.8m,"2,761",25,,,,"algorithm 7,972,java 4,302,data-structures 1,166,time-complexity 920,c++ 906,arrays 883,",https://stackoverflow.com/users/572670/amit
nathanoliver,"9 years, 7 months",Chicago Land Area,"176,488",4.8m,"3,324",4,,,,"c++ 15,971,c++11 2,357,templates 1,367,c++17 1,338,vector 788,stl 545,",https://stackoverflow.com/users/4342498/nathanoliver
rgettman,"11 years, 9 months","Irvine, CA","177,565",13.1m,"3,375",2,,,,"java 15,828,generics 1,380,arrays 980,apache-poi 845,arraylist 645,string 548,",https://stackoverflow.com/users/1707091/rgettman
slauma,"14 years, 5 months",,"176,438",11.5m,"1,475",100,59,404,422,"entity-framework 12,012,c# 8,330,entity-framework-4.1 3,843,ef-code-first 3,647,entity-framework-4 3,490,.net 1,745,",https://stackoverflow.com/users/270591/slauma
nneonneo,"12 years, 5 months","Vancouver, BC, Canada","176,052",17.8m,"2,343",57,,,,"python 6,442,c 4,116,c++ 1,226,string 1,110,java 833,python-3.x 761,",https://stackoverflow.com/users/1204143/nneonneo
pranay rana,"14 years, 6 months","Pune--Vadodara--Ahemdabad--Mumbai, India","176,340",31.1m,"2,705",25,,,,"c# 5,790,.net 1,942,javascript 1,791,asp.net 1,707,jquery 1,689,sql 1,606,",https://stackoverflow.com/users/314488/pranay-rana
michael sqlbot,"11 years, 9 months","Cincinnati, OH","176,027",12.3m,"2,742",0,,,,"amazon-web-services 10,383,amazon-s3 5,155,amazon-cloudfront 2,448,amazon-ec2 2,038,mysql 1,674,aws-lambda 991,",https://stackoverflow.com/users/1695906/michael-sqlbot
joshua ulrich,"14 years, 5 months","St Louis, MO","175,793",22.3m,"1,773",7,,,,"r 15,003,dataframe 2,244,xts 1,317,time-series 499,quantmod 463,zoo 424,",https://stackoverflow.com/users/271616/joshua-ulrich
alex k,"14 years, 6 months","London, United Kingdom","174,320",32.8m,"3,107",0,,,,"javascript 2,828,vba 2,642,sql-server 2,300,sql 1,940,excel 1,621,c# 1,175,",https://stackoverflow.com/users/246342/alex-k
madaras ghost,"12 years, 11 months",Israel,"173,961",21.2m,"2,761",77,,,,"php 5,424,javascript 4,682,css 3,633,html 3,419,jquery 1,558,mysql 756,",https://stackoverflow.com/users/871050/madaras-ghost
daniel hilgarth,"13 years, 6 months","Walldorf, Germany","173,373",20.2m,"2,878",167,,,,"c# 12,110,.net 3,509,linq 2,529,sql 1,495,wpf 596,asp.net 563,",https://stackoverflow.com/users/572644/daniel-hilgarth
avinash raj,"10 years, 5 months","Madurai, Tamil Nadu, India","173,930",21.8m,"6,187",124,,,,"regex 9,165,python 3,438,string 2,022,javascript 1,436,bash 1,385,java 1,201,",https://stackoverflow.com/users/3297613/avinash-raj
gavin simpson,"13 years, 10 months",Canada,"173,318",25.0m,"1,659",12,,,,"r 15,826,dataframe 1,358,ggplot2 1,217,plot 1,187,matrix 686,statistics 421,",https://stackoverflow.com/users/429846/gavin-simpson
mark tolonen,"14 years, 7 months",USA,"173,325",17.4m,"4,234",1,26,173,258,"python 10,804,unicode 2,451,csv 2,305,utf-8 1,689,python-3.x 1,459,ctypes 1,230,",https://stackoverflow.com/users/235698/mark-tolonen
michael mrozek,"14 years, 3 months",Indiana,"173,096",18.2m,536,25,29,169,178,"string 9,453,python 8,891,c++ 2,206,java 1,664,php 553,c 441,",https://stackoverflow.com/users/309308/michael-mrozek
burhan khalid,"13 years, 1 month",Kuwait,"173,153",29.8m,"3,477",6,,,,"python 9,546,django 4,437,list 2,317,python-2.7 667,django-models 620,mysql 491,",https://stackoverflow.com/users/790387/burhan-khalid
ja%cd%a2ck,"12 years, 3 months",Singapore,"172,785",28.4m,"3,909",17,39,266,313,"php 8,642,javascript 3,439,arrays 2,158,mysql 1,734,jquery 1,709,html 1,186,",https://stackoverflow.com/users/1338292/ja%cd%a2ck
john bollinger,"11 years, 1 month",,"172,616",7.2m,"6,774",19,9,88,169,"c 7,584,java 1,817,linux 995,c++ 966,pointers 693,bash 638,",https://stackoverflow.com/users/2402272/john-bollinger
gary russell,"12 years, 4 months","Pennsylvania, USA","172,530",13.9m,"7,186",8,,,,"java 4,095,spring 4,026,spring-kafka 3,341,spring-integration 2,941,spring-boot 2,843,apache-kafka 2,561,",https://stackoverflow.com/users/1240763/gary-russell
joran,"14 years, 2 months",Montana,"172,480",17.9m,"1,641",15,,,,"r 15,449,ggplot2 4,904,dataframe 1,531,plot 727,dplyr 440,function 254,",https://stackoverflow.com/users/324364/joran
songyuanyao,"10 years, 5 months",,"171,784",4.3m,"3,109",18,,,,"c++ 15,085,c++11 4,085,templates 3,296,language-lawyer 2,197,initialization 1,541,pointers 874,",https://stackoverflow.com/users/3309790/songyuanyao
charlietfl,"12 years, 5 months","Columbus, OH, USA","171,463",12.7m,"7,698",3,,,,"jquery 6,738,javascript 6,579,angularjs 3,070,html 2,484,ajax 995,json 811,",https://stackoverflow.com/users/1175966/charlietfl
mikhail berlyant,"8 years, 11 months","Los Angeles, CA","171,521",13.5m,"5,551",18,,,,"google-bigquery 11,909,sql 4,792,google-cloud-platform 702,json 452,arrays 297,regex 221,",https://stackoverflow.com/users/5221944/mikhail-berlyant
rahul tripathi,12 years,India,"171,183",35.4m,"4,773",28,,,,"java 1,989,sql 1,951,c# 1,768,javascript 1,614,sql-server 1,455,mysql 1,370,",https://stackoverflow.com/users/1501794/rahul-tripathi
lennart regebro,15 years,"Wroclaw, Poland","170,829",36.6m,"1,500",12,,,,"python 14,394,python-3.x 6,573,unicode 2,139,string 827,python-2.7 499,timezone 311,",https://stackoverflow.com/users/126214/lennart-regebro
lukasz szozda,9 years,,"171,044",34.6m,"4,974",65,,,,"sql 7,418,sql-server 3,864,t-sql 2,246,mysql 1,846,postgresql 1,846,snowflake-cloud-data-platform 1,638,",https://stackoverflow.com/users/5070879/lukasz-szozda
ingo karkat,13 years,Germany,"170,922",8.7m,"3,701",5,,,,"vim 13,673,vi 917,regex 701,vim-plugin 642,linux 419,python 264,",https://stackoverflow.com/users/813602/ingo-karkat
heinzi,"15 years, 3 months","Vienna, Austria","170,800",18.0m,"2,340",261,59,376,538,"c# 7,440,.net 2,321,wpf 1,976,vb.net 1,453,asp.net 1,122,sql-server 1,035,",https://stackoverflow.com/users/87698/heinzi
vladimir,15 years,"Minsk, Belarus","170,729",10.5m,"1,539",10,,,,"iphone 7,757,objective-c 7,587,ios 6,030,cocoa-touch 2,876,uitableview 1,528,xcode 1,134,",https://stackoverflow.com/users/137350/vladimir
steven,"14 years, 5 months",The Netherlands,"170,777",8.9m,"2,760",62,,,,"c# 9,781,dependency-injection 7,098,.net 3,928,simple-injector 2,761,asp.net 1,412,ioc-container 1,300,",https://stackoverflow.com/users/264697/steven
philippe leybaert,"15 years, 1 month","Austin, TX","170,672",23.8m,834,36,,,,"javascript 7,175,c# 3,467,jquery 1,784,.net 1,630,objective-c 829,iphone 579,",https://stackoverflow.com/users/113570/philippe-leybaert
usr,"15 years, 1 month",Germany,"170,349",11.3m,"4,468",109,,,,"c# 8,144,.net 3,010,sql-server 1,625,multithreading 1,310,sql 1,137,performance 1,114,",https://stackoverflow.com/users/122718/usr
brad larson,"15 years, 10 months",♦,"170,229",9.9m,"1,612",14,,,,"iphone 8,216,ios 7,684,objective-c 3,783,cocoa-touch 3,452,opengl-es 1,851,core-animation 1,541,",https://stackoverflow.com/users/19679/brad-larson
angew is no longer proud of so,"11 years, 8 months","Prague, Czech Republic","170,134",9.4m,"2,579",35,,,,"c++ 14,136,c++11 3,624,cmake 2,370,c 1,651,templates 1,258,language-lawyer 690,",https://stackoverflow.com/users/1782465/angew-is-no-longer-proud-of-so
darcy rittich,"15 years, 8 months","Toronto, Canada","170,191",39.1m,"2,324",30,41,295,285,"sql 6,842,mysql 3,624,sql-server 2,966,c# 2,403,sql-server-2008 1,018,t-sql 910,",https://stackoverflow.com/users/39430/darcy-rittich
tim yates,"15 years, 10 months","Manchester, United Kingdom","169,951",15.8m,"2,802",0,,,,"groovy 12,813,java 1,784,string 1,657,grails 1,352,gradle 828,xml 491,",https://stackoverflow.com/users/6509/tim-yates
raynos,"13 years, 11 months","San Francisco, CA, United States","168,461",20.6m,"1,468",120,,,,"javascript 9,730,node.js 4,944,jquery 1,677,express 677,dom 538,html 327,",https://stackoverflow.com/users/419970/raynos
dbr,"15 years, 11 months","Adelaide, Australia","168,427",29.8m,537,110,,,,"python 6,662,git 1,781,string 639,php 631,ruby 438,regex 374,",https://stackoverflow.com/users/745/dbr
mark,13 years,United States,"168,221",17.4m,"2,485",7,26,489,501,"visual-studio-code 14,109,vscode-extensions 705,vscode-snippets 599,gulp 482,javascript 422,keyboard-shortcuts 364,",https://stackoverflow.com/users/836330/mark
christoph,"15 years, 7 months","Greifswald, Deutschland","168,063",36.6m,888,8,36,184,241,"javascript 10,136,c 3,158,c++ 1,399,html 1,236,arrays 843,raku 840,",https://stackoverflow.com/users/48015/christoph
mm8,"7 years, 7 months",,"168,010",5.8m,"7,401",0,10,61,92,"wpf 7,725,c# 6,749,xaml 2,398,mvvm 1,169,.net 793,datagrid 721,",https://stackoverflow.com/users/7252182/mm8
storyteller unslander monica,13 years,Israel,"167,916",4.4m,"2,774",14,,,,"c++ 13,982,c 2,692,language-lawyer 2,154,c++17 1,870,c++11 1,838,templates 1,831,",https://stackoverflow.com/users/817643/storyteller-unslander-monica
spudley,"14 years, 1 month","England, United Kingdom","167,808",27.9m,"2,689",15,39,235,308,"css 6,536,javascript 3,853,html 3,290,php 2,845,internet-explorer 2,004,jquery 1,034,",https://stackoverflow.com/users/352765/spudley
sorin,"15 years, 2 months","Norwich, United Kingdom","167,467",28.6m,580,838,,,,"python 3,364,macos 560,java 180,ansible 176,unicode 145,jenkins 112,",https://stackoverflow.com/users/99834/sorin
rex kerr,"14 years, 6 months",,"167,551",8.7m,"1,603",20,27,324,410,"scala 14,465,java 1,391,functional-programming 1,221,performance 894,scala-collections 803,scala-2.8 668,",https://stackoverflow.com/users/247533/rex-kerr
mechanical meat,"15 years, 7 months","Los Angeles, CA, United States","167,356",19.6m,"1,376",0,,,,"python 12,720,matplotlib 1,025,sql 818,mysql 712,sqlite 563,pandas 526,",https://stackoverflow.com/users/42346/mechanical-meat
sawa,"14 years, 3 months",Japan,"167,185",9.2m,"3,511",510,,,,"ruby 11,793,arrays 1,776,ruby-on-rails 1,363,regex 964,hash 906,string 776,",https://stackoverflow.com/users/314166/sawa
rob%e1%b5%a9,"15 years, 10 months",61822,"167,066",20.1m,"2,982",5,20,246,319,"python 8,661,c++ 4,702,python-3.x 2,331,c 864,string 712,dictionary 561,",https://stackoverflow.com/users/8747/rob%e1%b5%a9
praveen kumar purushothaman,"13 years, 9 months","London, UK","166,548",18.2m,"5,518",58,,,,"html 5,631,css 4,872,javascript 4,852,jquery 3,773,php 1,837,twitter-bootstrap 1,363,",https://stackoverflow.com/users/462627/praveen-kumar-purushothaman
cdhowie,"13 years, 8 months",United States,"165,474",20.5m,"2,663",10,,,,"c# 2,904,c++ 2,750,git 1,486,rust 1,347,javascript 1,227,.net 970,",https://stackoverflow.com/users/501250/cdhowie
james allardice,"13 years, 1 month","St Albans, United Kingdom","165,439",19.2m,"1,815",34,,,,"javascript 9,202,jquery 7,025,css 2,410,html 1,559,jshint 557,php 297,",https://stackoverflow.com/users/790695/james-allardice
dmitri t,"10 years, 9 months",,"166,038",15.0m,"13,234",0,,,,"jmeter 9,537,performance-testing 1,317,java 1,078,load-testing 949,jmeter-plugins 866,beanshell 647,",https://stackoverflow.com/users/2897748/dmitri-t
alana storm,"15 years, 10 months","Portland, OR","165,388",16.7m,"1,301",446,,,,"magento 5,698,php 5,553,javascript 990,xml 595,laravel 503,mysql 272,",https://stackoverflow.com/users/4668/alana-storm
martin honnen,"14 years, 6 months",Germany,"165,357",7.2m,"7,579",25,,,,"xslt 6,397,xml 5,344,xpath 2,395,xslt-2.0 1,876,xslt-1.0 815,c# 712,",https://stackoverflow.com/users/252228/martin-honnen
hasen,"15 years, 8 months","Tokyo, Japan","164,783",31.4m,336,96,,,,"python 1,328,git 1,097,javascript 582,django 229,version-control 133,svn 94,",https://stackoverflow.com/users/35364/hasen
yuval adam,"15 years, 9 months","Tel Aviv, Israel","164,034",26.3m,776,208,,,,"java 3,159,python 2,477,javascript 472,django 397,git 217,html 207,",https://stackoverflow.com/users/24545/yuval-adam
adriaan stander,"15 years, 9 months",South Africa,"165,231",37.0m,"2,741",11,,,,"c# 5,162,sql 4,443,sql-server 3,704,.net 1,567,t-sql 1,268,mysql 1,190,",https://stackoverflow.com/users/144424/adriaan-stander
ircmaxell,"14 years, 2 months",New Jersey,"164,359",11.0m,"1,071",12,,,,"php 13,146,security 5,728,mysql 2,251,sql 842,oop 704,arrays 500,",https://stackoverflow.com/users/338665/ircmaxell
akx,"15 years, 6 months","Turku, Finland","163,817",9.1m,"5,680",2,,,,"python 6,894,javascript 1,960,django 1,157,python-3.x 901,reactjs 891,node.js 508,",https://stackoverflow.com/users/51685/akx
peterso,"14 years, 7 months",,"163,668",21.4m,"1,454",0,32,296,286,"go 14,796,string 1,397,slice 1,012,arrays 651,time 278,goroutine 270,",https://stackoverflow.com/users/221700/peterso
driis,"15 years, 10 months",Denmark,"163,290",15.4m,"1,329",123,,,,"c# 9,150,linq 3,552,.net 2,254,asp.net 858,sql 292,generics 156,",https://stackoverflow.com/users/13627/driis
lazyone,"13 years, 1 month","London, United Kingdom","163,254",6.3m,"1,913",1,46,408,409,"phpstorm 9,992,webstorm 3,943,intellij-idea 2,573,jetbrains-ide 2,519,php 2,477,ide 1,442,",https://stackoverflow.com/users/783119/lazyone
jpp,"6 years, 6 months","London, UK","163,214",32.4m,"5,791",45,35,291,349,"python 14,310,pandas 9,123,dataframe 4,197,python-3.x 3,224,numpy 2,179,list 2,073,",https://stackoverflow.com/users/9209546/jpp
phil,"14 years, 4 months","Melbourne, Australia","163,096",13.2m,"4,440",7,,,,"javascript 4,709,php 4,533,vue.js 1,703,arrays 1,412,jquery 961,mysql 847,",https://stackoverflow.com/users/283366/phil
nitzan tomer,"13 years, 5 months",Israel,"161,712",20.5m,"1,565",103,,,,"typescript 13,201,javascript 5,681,reactjs 1,775,angular 1,186,facebook 713,facebook-graph-api 283,",https://stackoverflow.com/users/942852/nitzan-tomer
asaph,"14 years, 10 months",,"161,703",17.9m,"1,022",4,25,201,203,"php 7,535,mysql 2,248,java 2,022,javascript 1,376,string 1,039,regex 994,",https://stackoverflow.com/users/166339/asaph
john saunders,"15 years, 5 months","Phoenix, AZ, USA","161,378",26.0m,"5,227",49,,,,"c# 6,381,.net 2,846,asp.net 1,888,wcf 1,247,web-services 1,204,xml 1,084,",https://stackoverflow.com/users/76337/john-saunders
josh obrien,"12 years, 9 months",Oregon,"161,461",11.2m,"1,260",21,,,,"r 14,317,data.table 1,633,dataframe 820,plot 710,ggplot2 642,regex 471,",https://stackoverflow.com/users/980833/josh-obrien
michael kay,"14 years, 6 months","Reading, United Kingdom","161,034",13.5m,"8,591",42,,,,"xml 7,428,xslt 4,807,xpath 2,475,java 1,863,xsd 1,728,saxon 1,280,",https://stackoverflow.com/users/415448/michael-kay
datenwolf,"13 years, 7 months","Lübeck, Germany","160,993",11.6m,"4,170",35,,,,"opengl 9,461,c++ 3,467,c 1,472,glsl 1,017,opengl-es 976,graphics 847,",https://stackoverflow.com/users/524368/datenwolf
schwern,"15 years, 10 months","Portland, OR","160,921",14.6m,"3,823",104,,,,"perl 3,587,git 2,721,c 933,ruby 815,github 792,postgresql 680,",https://stackoverflow.com/users/14660/schwern
the fourth bird,"8 years, 9 months",The Netherlands,"160,921",5.6m,"8,395",0,,,,"regex 8,475,python 1,896,javascript 1,723,php 1,133,string 712,java 573,",https://stackoverflow.com/users/5424988/the-fourth-bird
geocodezip,"12 years, 5 months",,"160,582",13.7m,"5,347",1,,,,"google-maps 7,919,google-maps-api-3 7,501,javascript 6,181,google-maps-markers 976,jquery 756,html 588,",https://stackoverflow.com/users/1210329/geocodezip
mt0,12 years,,"160,884",10.0m,"8,681",29,11,65,124,"oracle 9,577,sql 6,868,plsql 1,670,oracle11g 858,date 408,java 354,",https://stackoverflow.com/users/1509264/mt0
coobird,"15 years, 10 months","Tokyo, Japan","160,384",30.5m,462,3,,,,"java 12,589,collections 3,446,string 1,891,language-agnostic 384,swing 378,image 378,",https://stackoverflow.com/users/17172/coobird
